ID,Major group,Family,Genus hybrid marker,Genus,Species hybrid marker,Species,Infraspecific rank,Infraspecific epithet,Authorship,Taxonomic status in TPL,Nomenclatural status from original data source,Confidence level,Source,Source id,IPNI id,Publication,Collation,Page,Date,Accepted ID
kew-399916,A,Poaceae,,Brachypodium,,"flexum",var.,"abyssinicum","Hochst.",Synonym,,L,WCSP,399916,,"Exsicc. (Pl. Schimp.)","2: 674","","1842",kew-399915
kew-399917,A,Poaceae,,Brachypodium,,"flexum",var.,"simplex","Stapf",Synonym,,L,WCSP,399917,,"Fl. Cap.","7: 737","","1900",kew-399915
kew-399918,A,Poaceae,,Brachypodium,,"flexum",var.,"tenue","Stapf",Synonym,,L,WCSP,399918,,"Fl. Cap.","7: 737","","1900",kew-399915
kew-399919,A,Poaceae,,Brachypodium,,"flexum",var.,"trachycladum","Stapf",Synonym,,L,WCSP,399919,,"Fl. Cap.","7: 737","","1900",kew-399915
kew-399920,A,Poaceae,,Brachypodium,,"fontanesianum",,"","Nees",Synonym,,H,WCSP,399920,393107-1,"Fl. Afr. Austral. Ill.","457","","1841",kew-399915
kew-399921,A,Poaceae,,Brachypodium,,"fontanesii",,"","Nees ex Hook.f.",Synonym,Invalid,H,WCSP,399921,393108-1,"Fl. Brit. India","7: 363","","1896",kew-400100
kew-399922,A,Poaceae,,Brachypodium,,"formosanum",,"","Hayata",Synonym,,H,WCSP,399922,393109-1,"Icon. Pl. Formosan.","7: 93","","1918",kew-400100
kew-399923,A,Poaceae,,Brachypodium,,"fragile",,"","(Roth) P.Beauv.",Synonym,,H,WCSP,399923,393111-1,"Ess. Agrostogr.","100, 155, 180","","1812",kew-388438
kew-399924,A,Poaceae,,Brachypodium,,"frenchii",,"","Sennen ex St.-Yves",Synonym,Invalid,H,WCSP,399924,393112-1,"Candollea","5: 452","","1934",kew-399988
kew-399925,A,Poaceae,,Brachypodium,,"gaditanum",,"","Talavera",Synonym,,H,WCSP,399925,931265-1,"Lagascalia","14: 120","","1986",kew-400100
kew-399926,A,Poaceae,,Brachypodium,,"gandogeri",,"","Hack. Ex Gand.",Synonym,,H,WCSP,399926,,"Bull. Soc. Bot. France","57: 57","","1910",kew-399988
kew-399927,A,Poaceae,,Brachypodium,,"geniculatum",,"","K.Koch",Synonym,,H,WCSP,399927,393114-1,"Linnaea","21: 422","","1848",kew-399871
kew-399928,A,Poaceae,,Brachypodium,,"genuense",,"","(DC.) Roem. & Schult.",Synonym,,H,WCSP,399928,393115-1,"Syst. Veg.","2: 742","","1817",kew-400000
kew-399929,A,Poaceae,,Brachypodium,,"glabrum",,"","Candargy ex Koidz.",Synonym,Invalid,H,WCSP,399929,393116-1,"Fl. Symb. Orient.-Asiat.","81","","1930",kew-400100
kew-399930,A,Poaceae,,Brachypodium,,"glaucovirens",,"","(Murb.) Sagorski",Synonym,,H,WCSP,399930,,"Mitth. Thüring. Bot. Vereins","n.f., 16: 34","","1901",kew-400105
tro-25545885,A,Poaceae,,Brachypodium,,"glaucovirens",,"","(Murb.) T. Durand & B.D. Jacks.",Synonym,,M,TRO,25545885,941687-1,"Index Kew.","Suppl. 1(1): 62","62","1886-1895",kew-400105
tro-25561011,A,Poaceae,,Brachypodium,,"glaucovirens",,"","Murb.",Synonym,,M,TRO,25561011,393117-1,"Acta Univ. Lund.","27: 22","22","1891",tro-25561080
kew-399931,A,Poaceae,,Brachypodium,,"glaucovirens",f.,"intermedium","Degen",Synonym,,L,WCSP,399931,,"Fl. Veleb.","1: 571","","1936",kew-400100
kew-399932,A,Poaceae,,Brachypodium,,"gracile",,"","(Weigel) P.Beauv.",Synonym,,H,WCSP,399932,393118-1,"Ess. Agrostogr.","101","","1812",kew-400000
kew-399933,A,Poaceae,,Brachypodium,,"gracile",var.,"pubescens","Peterm.",Synonym,,L,WCSP,399933,,"Fl. Lips. Excurs.","70","","1838",kew-400100
tro-25532747,A,Poaceae,,Brachypodium,,"gracile",f.,"pubescens","Peterm.",Synonym,,L,TRO,25532747,,"Fl. Lips. Excurs.","70","70","1838",kew-400100
kew-399934,A,Poaceae,,Brachypodium,,"halleri",,"","(Viv.) P.Beauv.",Synonym,,H,WCSP,399934,393119-1,"Ess. Agrostogr.","101","","1812",kew-424296
kew-399935,A,Poaceae,,Brachypodium,,"hayatanum",,"","Honda",Synonym,,H,WCSP,399935,393120-1,"J. Jap. Bot.","12: 154","","1936",kew-400100
kew-399936,A,Poaceae,,Brachypodium,,"hickelis",,"","Sennen ex St.-Yves",Synonym,,H,WCSP,399936,393121-1,"Candollea","5: 441","","1934",kew-400000
kew-399937,A,Poaceae,,Brachypodium,,"hispanicum",,"","(Rchb.) Rchb.",Synonym,,H,WCSP,399937,,"Fl. Germ. Excurs.","1: 140","","1831",kew-450108
kew-399938,A,Poaceae,,Brachypodium,,"holcoides",,"","(Kunth) Kunth",Synonym,,H,WCSP,399938,,"Révis. Gramin.","1: 129","","1829",kew-396463
kew-399939,A,Poaceae,,Brachypodium,,"hostii",,"","Link",Synonym,,H,WCSP,399939,393124-1,"Hort. Berol.","1: 40","","1827",kew-400076
kew-399940,A,Poaceae,,Brachypodium,,"humbertianum",,"","A.Camus",Accepted,,H,WCSP,399940,393125-1,"Bull. Soc. Bot. France","102: 121","","1955",
kew-399941,A,Poaceae,,Brachypodium,,"intermedium",,"","Schur",Synonym,Invalid,H,WCSP,399941,393126-1,"Verh. Mitth. Siebenbürg. Vereins Naturwiss. Hermannstadt","4: 89","","1853",kew-400000
kew-399942,A,Poaceae,,Brachypodium,,"interruptum",,"","(Desf.) Roem. & Schult.",Synonym,,H,WCSP,399942,393127-1,"Syst. Veg.","2: 747","","1817",kew-414517
kew-399943,A,Poaceae,,Brachypodium,,"involutum",,"","Buse",Synonym,,H,WCSP,399943,393128-1,"Pl. Jungh.","347","","1854",kew-400100
kew-399944,A,Poaceae,,Brachypodium,,"japonicum",,"","Miq.",Synonym,,H,WCSP,399944,393129-1,"Ann. Mus. Bot. Lugduno-Batavi","2: 286","","1866",kew-411018
kew-399945,A,Poaceae,,Brachypodium,,"japonicum",,"","(Hack.) Hack. ex Honda",Synonym,Illegitimate,H,WCSP,399945,,"J. Fac. Sci. Univ. Tokyo, Sect. 3, Bot.","3: 210","","1930",kew-399823
kew-399946,A,Poaceae,,Brachypodium,,"japonicum",var.,"minus","Miq.",Synonym,,L,WCSP,399946,,"Ann. Mus. Bot. Lugduno-Batavi","2: 175","","1866",kew-411018
kew-399947,A,Poaceae,,Brachypodium,,"kawakamii",,"","Hayata",Accepted,,H,WCSP,399947,393130-1,"Bot. Mag. (Tokyo)","21: 51","","1907",
kew-399948,A,Poaceae,,Brachypodium,,"kelungense",,"","Honda",Synonym,,H,WCSP,399948,393131-1,"J. Jap. Bot.","12: 153","","1936",kew-400100
kew-399949,A,Poaceae,,Brachypodium,,"kotschyi",,"","Boiss.",Accepted,,H,WCSP,399949,393132-1,"Fl. Orient.","5: 659","","1884",
kew-399950,A,Poaceae,,Brachypodium,,"kurilense",,"","(Prob.) Prob.",Synonym,,H,WCSP,399950,914906-1,"Sosud. Rast. Sovet. Dal'nego Vostoka","1: 109","","1985",kew-400100
kew-399951,A,Poaceae,,Brachypodium,,"latifolium",,"","E.Fourn.",Synonym,,H,WCSP,399951,,"Mexic. Pl.","2: 125","","1886",kew-399966
kew-399952,A,Poaceae,,Brachypodium,,"latifolium",,"","E.Fourn. ex Hemsl.",Synonym,,H,WCSP,399952,,"Biol. Cent.-Amer., Bot.","3: 584","","1885",kew-399966
kew-399953,A,Poaceae,,Brachypodium,,"laxum",,"","Bercht. & Seidl",Synonym,,H,WCSP,399953,,"Oekon.-Techn. Fl. Böhm.","1: 391","","1836",kew-400100
kew-399954,A,Poaceae,,Brachypodium,,"littorale",,"","Roem. & Schult.",Synonym,,H,WCSP,399954,393134-1,"Syst. Veg.","2: 740","","1817",kew-399988
kew-399955,A,Poaceae,,Brachypodium,,"loliaceum",,"","(Huds.) Link",Synonym,,H,WCSP,399955,393137-1,"Hort. Berol.","1: 42","","1827",kew-387085
kew-399956,A,Poaceae,,Brachypodium,,"loliaceum",,"","(Huds.) Roem. & Schult.",Synonym,Illegitimate,H,WCSP,399956,393135-1,"Syst. Veg.","2: 740","","1817",kew-403820
tro-25561023,A,Poaceae,,Brachypodium,,"loliaceum",,"","(Huds.) P. Beauv.",Synonym,,M,TRO,25561023,,"Ess. Agrostogr.","101, 155, 180","101","1812",kew-403820
kew-399957,A,Poaceae,,Brachypodium,,"longiaristatum",,"","Boiss.",Unresolved,,L,WCSP,399957,393138-1,"Diagn. Pl. Orient.","7: 127","","1846",kew-411329
kew-399958,A,Poaceae,,Brachypodium,,"longifolium",,"","P.Beauv.",Synonym,,H,WCSP,399958,393139-1,"Ess. Agrostogr.","101","","1812",kew-399988
kew-399959,A,Poaceae,,Brachypodium,,"longisetum",,"","Hitchc.",Synonym,,L,WCSP,399959,393140-1,"Brittonia","2: 107","","1936",kew-411338
tro-50283009,A,Poaceae,,Brachypodium,,"luzoniense",,"","Hack.",Unresolved,,L,TRO,50283009,,"Philipp. J. Sci.","1(suppl. 4): 269","269","1906",
kew-399960,A,Poaceae,,Brachypodium,,"macropodum",,"","Hack.",Synonym,,H,WCSP,399960,393141-1,"Oesterr. Bot. Z.","27: 48","","1877",kew-399988
kew-399961,A,Poaceae,,Brachypodium,,"macrostachyum",,"","Besser",Synonym,,H,WCSP,399961,,"Mant.","3: 651","","1827",kew-399871
kew-399962,A,Poaceae,,Brachypodium,,"madagascariense",,"","A.Camus & H.Perrier",Accepted,,H,WCSP,399962,393143-1,"Bull. Mus. Natl. Hist. Nat.","28: 443","","1922",
tro-25561029,A,Poaceae,,Brachypodium,,"madagascariensis",,"","A. Camus",Unresolved,,L,TRO,25561029,,"Bull. Mus. Hist. Nat. (Paris)","28: 443","443","1922",
kew-399963,A,Poaceae,,Brachypodium,,"manschuricum",,"","Kitag.",Synonym,,H,WCSP,399963,393144-1,"J. Jap. Bot.","9: 108, 117","","1933",kew-400100
kew-399964,A,Poaceae,,Brachypodium,,"maritimum",,"","Roem. & Schult.",Synonym,,H,WCSP,399964,393145-1,"Syst. Veg.","2: 743","","1817",kew-406071
kew-399965,A,Poaceae,,Brachypodium,,"megastachyum",,"","Besser",Synonym,,H,WCSP,399965,,"Mant.","3: 651","","1827",kew-399871
tro-25544839,A,Poaceae,,Brachypodium,,"mercieri",,"","Sennen",Unresolved,,L,TRO,25544839,,"","","","",
kew-399966,A,Poaceae,,Brachypodium,,"mexicanum",,"","(Roem. & Schult.) Link",Accepted,,H,WCSP,399966,393147-1,"Hort. Berol.","1: 41","","1827",
kew-399967,A,Poaceae,,Brachypodium,,"mexicanum",var.,"inerme","Beetle",Synonym,,L,WCSP,399967,35965-2,"Phytologia","49: 38","","1981",kew-399966
tro-25540319,A,Poaceae,,Brachypodium,,"mexicanum",var.,"mexicanum","",Synonym,,L,TRO,25540319,,"","","","",kew-399966
kew-399968,A,Poaceae,,Brachypodium,,"miserum",,"","Koidz.",Synonym,,H,WCSP,399968,393148-1,"Bot. Mag. (Tokyo)","39: 303","","1925",kew-400100
kew-399969,A,Poaceae,,Brachypodium,,"miserum",subsp.,"kurilense","(Prob.) Vorosch.",Synonym,,L,WCSP,399969,956520-1,"Byull. Moskovsk. Obshch. Isp. Prir., Otd. Biol.","n.s., 95(2): 91","","1990",kew-400100
kew-399970,A,Poaceae,,Brachypodium,,"miserum",var.,"miserrimum","Honda",Synonym,,L,WCSP,399970,,"J. Jap. Bot.","12: 152","","1936",kew-400100
kew-399971,A,Poaceae,,Brachypodium,,"monostachyum",,"","(Poir.) Nyman",Synonym,,H,WCSP,399971,393149-1,"Consp. Fl. Eur.","843","","1882",kew-399871
kew-399972,A,Poaceae,,Brachypodium,,"montanum",,"","(Boiss. & Reut.) Nyman",Synonym,,H,WCSP,399972,393150-1,"Syll. Fl. Eur.","426","","1855",kew-450108
kew-399973,A,Poaceae,,Brachypodium,,"mucronatum",,"","Willk.",Synonym,,H,WCSP,399973,393151-1,"Prodr. Fl. Hispan.","1: 111","","1861",kew-400076
kew-399974,A,Poaceae,,Brachypodium,,"mucronatum",var.,"multiflorum","Willk.",Synonym,,L,WCSP,399974,,"Ill. Fl. Hispan.","1: 62","","1882",kew-399988
kew-399975,A,Poaceae,,Brachypodium,,"mucronatum",var.,"villosum","Willk.",Synonym,,L,WCSP,399975,,"Ill. Fl. Hispan.","1: 62","","1882",kew-399988
kew-399976,A,Poaceae,,Brachypodium,,"multiflorum",,"","K.Schum.",Synonym,Invalid,H,WCSP,399976,,"Pflanzenw. Ost-Afrikas","A: 100","","1895",kew-399915
kew-399977,A,Poaceae,,Brachypodium,,"multiflorum",,"","K.Schum. ex Engl.",Unresolved,,L,WCSP,399977,393152-1,"Abh. Königl. Akad. Wiss. Berlin","1894: 58","","1894",
kew-399978,A,Poaceae,,Brachypodium,,"nardus",,"","(DC.) P.Beauv.",Synonym,,H,WCSP,399978,393154-1,"Ess. Agrostogr.","101, 155, 180","","1812",kew-424296
kew-399979,A,Poaceae,,Brachypodium,,"nepalense",,"","Nees ex Steud.",Unresolved,,L,WCSP,399979,393156-1,"Syn. Pl. Glumac.","1: 316","","1854",
kew-399980,A,Poaceae,,Brachypodium,,"nigricans",,"","(Pers.) Roem. & Schult.",Unresolved,,L,WCSP,399980,393157-1,"Syst. Veg.","2: 743","","1817",kew-448844
tro-25561038,A,Poaceae,,Brachypodium,,"nigricans",,"","(Pers.) P. Beauv.",Synonym,,L,TRO,25561038,,"Ess. Agrostogr.","101, 155, 180","101","1812",kew-448844
kew-399981,A,Poaceae,,Brachypodium,,"obtusifolium",,"","Link",Synonym,,H,WCSP,399981,393158-1,"Enum. Hort. Berol. Alt.","1: 95","","1821",kew-400076
tro-35114192,B,Ptychomitriaceae,,Brachypodium,,"parasiticum",,"","(Sw. ex Brid.) Brid.",Accepted,,M,TRO,35114192,,"Bryol. Univ.","1: 149","149","1826",
kew-399983,A,Poaceae,,Brachypodium,,"patens",,"","(Brot.) Nyman",Synonym,,H,WCSP,399983,393159-1,"Syll. Fl. Eur.","425","","1855",kew-424295
kew-399833,A,Poaceae,,Brachypodium,×,"paui",,"","Sennen",Synonym,,H,WCSP,399833,,"Bol. Soc. Aragonesa Ci. Nat.","10: 177","","1911",kew-399871
kew-399834,A,Poaceae,,Brachypodium,×,"paui",f.,"fontqueri","St.-Yves",Synonym,,L,WCSP,399834,,"Candollea","5: 487","","1934",kew-399871
kew-399984,A,Poaceae,,Brachypodium,,"pentastachyum",,"","(Tineo) Tineo",Synonym,,H,WCSP,399984,,"Pl. Rar. Sicil.","4","","1817",kew-399871
tro-25561042,A,Poaceae,,Brachypodium,,"pentastachyum",,"","(Tineo) Nyman",Accepted,,M,TRO,25561042,393161-1,"Consp. Fl. Eur.","843","843","1882",
kew-399985,A,Poaceae,,Brachypodium,,"perrieri",,"","A.Camus",Accepted,,H,WCSP,399985,393162-1,"Bull. Mus. Natl. Hist. Nat.","28: 442","","1922",
kew-399986,A,Poaceae,,Brachypodium,,"peruvianum",,"","(Lam.) Roem. & Schult. ex Kunth",Synonym,,H,WCSP,399986,393163-1,"Enum. Pl.","1: 543","","1833",kew-409971
kew-399987,A,Poaceae,,Brachypodium,,"phleoides",,"","(Vill.) P.Beauv.",Synonym,Illegitimate,H,WCSP,399987,393164-1,"Ess. Agrostogr.","155","","1812",kew-439519
kew-399988,A,Poaceae,,Brachypodium,,"phoenicoides",,"","(L.) Roem. & Schult.",Accepted,,H,WCSP,399988,393165-1,"Syst. Veg.","2: 740","","1817",
kew-399991,A,Poaceae,,Brachypodium,,"phoenicoides",var.,"bracteolatum","Guss.",Synonym,,L,WCSP,399991,,"Enum. Pl. Inarim.","361","","1855",kew-400076
kew-399992,A,Poaceae,,Brachypodium,,"phoenicoides",var.,"brevisetum","(DC.) St.-Yves",Synonym,,L,WCSP,399992,,"Candollea","5: 453","","1934",kew-399871
kew-399993,A,Poaceae,,Brachypodium,,"phoenicoides",var.,"gracile","(St.-Yves) P.Silva & C.M.A.Rodrigues",Synonym,,L,WCSP,399993,954023-1,"Bol. Soc. Brot.","II, 60: 157","","1987",kew-399988
kew-399994,A,Poaceae,,Brachypodium,,"phoenicoides",var.,"macropodum","(Hack.) Henriq.",Synonym,,L,WCSP,399994,,"Bol. Soc. Brot.","20: 154","","1905",kew-399988
kew-399995,A,Poaceae,,Brachypodium,,"phoenicoides",var.,"mucronatum","(Willk.) Henriq.",Synonym,,L,WCSP,399995,,"Bol. Soc. Brot.","20: 154","","1905",kew-400076
kew-399996,A,Poaceae,,Brachypodium,,"phoenicoides",var.,"obtusum","Pau",Synonym,,L,WCSP,399996,,"Cavanillesia","4: 129","","1931",kew-399988
kew-399997,A,Poaceae,,Brachypodium,,"phoenicoides",var.,"reynieri","Giraudias",Synonym,,L,WCSP,399997,,"Bull. Assoc. Pyrén. Échange Pl.","8: 15","","1898",kew-399988
kew-399998,A,Poaceae,,Brachypodium,,"phoenicoides",var.,"villiglume","Emb. & Maire",Synonym,,L,WCSP,399998,77106286-1,"Bull. Soc. Hist. Nat. Afrique N.","28: 387","","1937",kew-399988
kew-399999,A,Poaceae,,Brachypodium,,"phoenicoides",var.,"villosum","(Drobow) St.-Yves ex Litard.",Synonym,,L,WCSP,399999,,"Bull. Soc. Bot. France","82: 508","","1936",kew-411304
kew-400000,A,Poaceae,,Brachypodium,,"pinnatum",,"","(L.) P.Beauv.",Accepted,,H,WCSP,400000,393166-1,"Ess. Agrostogr.","101","","1812",
kew-400020,A,Poaceae,,Brachypodium,,"pinnatum",var.,"abbreviatum","(Dumort.) Asch. & Graebn.",Synonym,,L,WCSP,400020,,"Syn. Mitteleur. Fl.","2(1): 634","","1901",kew-400000
kew-400021,A,Poaceae,,Brachypodium,,"pinnatum",var.,"australe","Godr.",Synonym,,L,WCSP,400021,,"Fl. France","3: 610","","1856",kew-399988
kew-400006,A,Poaceae,,Brachypodium,,"pinnatum",subsp.,"cespitosum","(Host) Hack.",Synonym,,L,WCSP,400006,,"Allg. Bot. Z. Syst.","21: 85","","1915",kew-400000
kew-400022,A,Poaceae,,Brachypodium,,"pinnatum",var.,"cespitosum","(Host) W.D.J.Koch",Synonym,,L,WCSP,400022,,"Syn. Fl. Germ. Helv.","818","","1837",kew-400000
kew-400001,A,Poaceae,,Brachypodium,,"pinnatum",f.,"collinum","(Rchb.) Posp.",Synonym,,L,WCSP,400001,,"Fl. Oesterr. Küstenl.","1: 137","","1897",kew-400000
kew-400023,A,Poaceae,,Brachypodium,,"pinnatum",var.,"collinum","(Rchb.) Asch. & Graebn.",Synonym,,L,WCSP,400023,,"Syn. Mitteleur. Fl.","2(1): 634","","1901",kew-400000
kew-400024,A,Poaceae,,Brachypodium,,"pinnatum",var.,"glabratum","Spenn.",Synonym,,L,WCSP,400024,,"Fl. Friburg.","1: 154","","1825",kew-400000
kew-400025,A,Poaceae,,Brachypodium,,"pinnatum",var.,"glabrescens","Coss. & Germ.",Synonym,,L,WCSP,400025,,"Fl. Descr. Anal. Paris","ed. 2: 843","","1861",kew-400000
kew-400026,A,Poaceae,,Brachypodium,,"pinnatum",var.,"glabrum","Rchb.",Synonym,,L,WCSP,400026,,"Icon. Fl. Germ. Helv.","1: 6","","1834",kew-400000
kew-400007,A,Poaceae,,Brachypodium,,"pinnatum",subsp.,"glaucovirens","Murb.",Synonym,,L,WCSP,400007,,"Acta Univ. Lund.","27(5): 22","","1891",kew-400000
kew-400027,A,Poaceae,,Brachypodium,,"pinnatum",var.,"glaucovirens","(Murb.) Brand",Synonym,,L,WCSP,400027,,"Syn. Deut. Schweiz. Fl.","ed. 3, 3: 2780","","1907",kew-400105
kew-400029,A,Poaceae,,Brachypodium,,"pinnatum",var.,"glomeratum","A.Zimm.",Synonym,,L,WCSP,400029,,"Jahresber. Komm. Untersuch. Dornbirn","1894-1895: 6","","1895",kew-400000
kew-400002,A,Poaceae,,Brachypodium,,"pinnatum",f.,"gracile","(Weigel) Posp.",Synonym,,L,WCSP,400002,,"Fl. Oesterr. Küstenl.","1: 137","","1897",kew-400000
kew-400008,A,Poaceae,,Brachypodium,,"pinnatum",subsp.,"gracile","(Leyss.) Soó",Synonym,,L,WCSP,400008,881582-1,"Acta Bot. Acad. Sci. Hung.","17: 115","","1971 publ. 1972",kew-400000
kew-400030,A,Poaceae,,Brachypodium,,"pinnatum",var.,"gracile","(Leyss.) Asch. & Graebn.",Synonym,,L,WCSP,400030,,"Syn. Mitteleur. Fl.","2(1): 633","","1901",kew-400000
kew-450744,A,Poaceae,,Brachypodium,,"pinnatum",subsp.,"juzepczukii","Tzvelev",Synonym,,L,WCSP,450744,77076973-1,"Novosti Sist. Vyssh. Rast.","38: 71","","2006",kew-400000
kew-400009,A,Poaceae,,Brachypodium,,"pinnatum",subsp.,"ligulatum","Buia",Synonym,,L,WCSP,400009,,"Bul. Acad. Stud. Agron. Cluj","6: 205","","1936",kew-400000
kew-400031,A,Poaceae,,Brachypodium,,"pinnatum",var.,"ligulatum","(Buia) Anghel & Beldie",Synonym,,L,WCSP,400031,881584-1,"Fl. Republ. Social. Român.","12: 343","","1972",kew-400000
kew-400032,A,Poaceae,,Brachypodium,,"pinnatum",var.,"longifolium","(P.Beauv.) Asch. & Graebn.",Synonym,,L,WCSP,400032,,"Syn. Mitteleur. Fl.","2(1): 634","","1901",kew-399988
kew-400034,A,Poaceae,,Brachypodium,,"pinnatum",var.,"megastachyum","R.Uechtr. ex Asch. & Graebn.",Synonym,,L,WCSP,400034,,"Syn. Mitteleur. Fl.","2(1): 633","","1901",kew-400000
kew-400004,A,Poaceae,,Brachypodium,,"pinnatum",f.,"minus","(Schur) Anghel & Beldie",Synonym,,L,WCSP,400004,881585-1,"Fl. Republ. Social. Român.","12: 344","","1972",kew-400000
kew-400035,A,Poaceae,,Brachypodium,,"pinnatum",var.,"minus","Schur",Synonym,,L,WCSP,400035,,"Enum. Pl. Transsilv.","799","","1866",kew-400000
tro-25544816,A,Poaceae,,Brachypodium,,"pinnatum",var.,"mucronatum","(Willk.) Pérez Lara",Synonym,,L,TRO,25544816,,"Anales Soc. Esp. Hist. Nat.","15(2): 421","421","1886",kew-400076
kew-400005,A,Poaceae,,Brachypodium,,"pinnatum",f.,"patens","Merino & Roman",Synonym,,L,WCSP,400005,,"Fl. Galicia","3: 399","","1909",kew-400000
kew-400010,A,Poaceae,,Brachypodium,,"pinnatum",subsp.,"phoenicoides","(L.) Husn.",Synonym,,L,WCSP,400010,,"Graminées","84","","1899",kew-399988
kew-400036,A,Poaceae,,Brachypodium,,"pinnatum",var.,"phoenicoides","(L.) Trab.",Synonym,,L,WCSP,400036,,"Fl. Algérie","Monocot.: 230","","1895",kew-399988
tro-25544802,A,Poaceae,,Brachypodium,,"pinnatum",var.,"phoenicoides","(L.) Fiori",Synonym,,L,TRO,25544802,,"Fl. Italia","1: 102","102","1896",kew-399988
tro-25544803,A,Poaceae,,Brachypodium,,"pinnatum",subsp.,"phoenicoides","(L.) Nyman",Synonym,,L,TRO,25544803,,"Consp. Fl. Eur.","842","842","1882",kew-399988
tro-25537332,A,Poaceae,,Brachypodium,,"pinnatum",subsp.,"pinnatum","",Synonym,,L,TRO,25537332,,"","","","",kew-400000
kew-400037,A,Poaceae,,Brachypodium,,"pinnatum",var.,"pubescens","Rchb.",Synonym,,L,WCSP,400037,,"Fl. Germ. Excurs.","1: 19","","1830",kew-400000
kew-400038,A,Poaceae,,Brachypodium,,"pinnatum",var.,"ramosum","(Roem. & Schult.) Fiori",Synonym,,L,WCSP,400038,,"Fl. Italia","1: 102","","1896",kew-400076
kew-400011,A,Poaceae,,Brachypodium,,"pinnatum",subsp.,"rupestre","(Host) Schübl. & G.Martens",Synonym,,L,WCSP,400011,,"Fl. Würtemberg","48","","1834",kew-400000
kew-400039,A,Poaceae,,Brachypodium,,"pinnatum",var.,"rupestre","(Host) Rchb.",Synonym,,L,WCSP,400039,,"Icon. Fl. Germ. Helv.","1: 6","","1834",kew-400000
tro-25544854,A,Poaceae,,Brachypodium,,"pinnatum",var.,"rupestre","(Host) Posp.",Synonym,,L,TRO,25544854,,"Fl. Oesterr. Kustenl.","1: 137","137","1897",kew-400000
kew-400040,A,Poaceae,,Brachypodium,,"pinnatum",var.,"setifolium","(Schur) Asch. & Graebn.",Synonym,,L,WCSP,400040,,"Syn. Mitteleur. Fl.","2(1): 634","","1901",kew-400000
kew-400041,A,Poaceae,,Brachypodium,,"pinnatum",var.,"sylvaticum","(Huds.) St.-Yves",Synonym,,L,WCSP,400041,,"Candollea","5: 431","","1934",kew-400100
kew-400042,A,Poaceae,,Brachypodium,,"pinnatum",var.,"villosissimum","Domin",Synonym,,L,WCSP,400042,,"Sitzungsber. Königl. Böhm. Ges. Wiss., Math.-Naturwiss. Cl.","18: 72","","1904",kew-400000
kew-400043,A,Poaceae,,Brachypodium,,"pinnatum",var.,"villosum","Lej. & Courtois",Synonym,,L,WCSP,400043,,"Comp. Fl. Belg.","1: 100","","1828",kew-400000
kew-400044,A,Poaceae,,Brachypodium,,"platystachyum",,"","Huber",Synonym,,H,WCSP,400044,928112-1,"Cat. Graines","1868: 8","","1868",kew-399871
kew-400045,A,Poaceae,,Brachypodium,,"plukenetii",,"","(All.) C.Presl",Synonym,,H,WCSP,400045,,"Fl. Sicul.","xlv","","1826",kew-400076
kew-400046,A,Poaceae,,Brachypodium,,"poa",,"","Roem. & Schult.",Synonym,,H,WCSP,400046,,"Syst. Veg.","2: 746","","1817",kew-424296
kew-400047,A,Poaceae,,Brachypodium,,"polystachyum",,"","Sennen",Synonym,Invalid,H,WCSP,400047,393169-1,"Cat. Fl. Rif Orient.","134","","1933",kew-399871
kew-400048,A,Poaceae,,Brachypodium,,"ponticum",,"","Velen.",Synonym,,H,WCSP,400048,393170-1,"Sitzungsber. Königl. Böhm. Ges. Wiss., Math.-Naturwiss. Cl.","1892: 71","","1893",kew-400000
kew-400049,A,Poaceae,,Brachypodium,,"pratense",,"","Keng ex Keng f.",Synonym,,H,WCSP,400049,899342-1,"Acta Bot. Yunnan.","4: 278","","1982",kew-400100
kew-400050,A,Poaceae,,Brachypodium,,"pringlei",,"","Scribn. ex Beal",Accepted,,H,WCSP,400050,393171-1,"Grass. N. Amer.","2: 627","","1896",
kew-400051,A,Poaceae,,Brachypodium,,"psilanthum",,"","Link",Synonym,Illegitimate,H,WCSP,400051,,"Hort. Berol.","2: 193","","1833",kew-450108
kew-400053,A,Poaceae,,Brachypodium,,"pubescens",,"","(Peterm.) Mussajev",Synonym,,H,WCSP,400053,943757-1,"Bot. Zhurn. (Moscow & Leningrad)","72: 94","","1987",kew-400100
kew-400054,A,Poaceae,,Brachypodium,,"pubescens",,"","K.Schum.",Synonym,Invalid,H,WCSP,400054,,"Pflanzenw. Ost-Afrikas","A: 128","","1895",kew-399915
kew-400055,A,Poaceae,,Brachypodium,,"pubifolium",,"","Hitchc.",Synonym,,H,WCSP,400055,393174-1,"Brittonia","2: 108","","1936",kew-400100
kew-400056,A,Poaceae,,Brachypodium,,"quartinianum",,"","(A.Rich.) Hack. ex Engl.",Synonym,,H,WCSP,400056,393175-1,"Abh. Königl. Akad. Wiss. Berlin","1891(2): 137","","1892",kew-399915
kew-400057,A,Poaceae,,Brachypodium,,"ramosum",,"","Roem. & Schult.",Synonym,,H,WCSP,400057,393176-1,"Syst. Veg.","2: 737","","1817",kew-400076
